,filename,position
14007,4251,"[1002, 470, 84, 147]"
14008,4251,"[637, 361, 256, 107]"
14009,4251,"[550, 387, 235, 104]"
14010,4251,"[596, 394, 242, 100]"
14011,4251,"[863, 431, 165, 120]"
14012,4251,"[819, 481, 142, 92]"
14013,4251,"[1020, 462, 266, 244]"
14014,4252,"[773, 424, 127, 66]"
14015,4252,"[942, 450, 43, 48]"
14016,4252,"[576, 395, 191, 93]"
14017,4252,"[1027, 466, 154, 166]"
14018,4253,"[803, 433, 92, 59]"
14019,4253,"[539, 410, 170, 87]"
14020,4253,"[819, 421, 141, 99]"
14021,4253,"[1031, 462, 200, 177]"
14022,4253,"[800, 454, 130, 76]"
14023,4253,"[350, 262, 650, 212]"
14024,4253,"[658, 373, 188, 84]"
14025,4253,"[672, 306, 386, 235]"
14026,4254,"[816, 425, 73, 54]"
14027,4254,"[814, 435, 76, 57]"
14028,4254,"[970, 440, 37, 49]"
14029,4254,"[1254, 398, 85, 136]"
14030,4254,"[551, 351, 393, 129]"
14031,4254,"[515, 428, 121, 81]"
14032,4254,"[571, 436, 188, 76]"
14033,4254,"[835, 430, 212, 133]"
14034,4254,"[1032, 457, 248, 172]"
14035,4255,"[976, 450, 76, 110]"
14036,4255,"[735, 396, 137, 75]"
14037,4255,"[723, 383, 233, 84]"
14038,4255,"[539, 385, 259, 109]"
14039,4255,"[829, 427, 130, 91]"
14040,4255,"[814, 473, 161, 102]"
14041,4255,"[1033, 451, 250, 174]"
14042,4255,"[982, 516, 107, 148]"
14043,4256,"[784, 408, 93, 57]"
14044,4256,"[780, 422, 96, 65]"
14045,4256,"[938, 465, 88, 111]"
14046,4256,"[994, 471, 63, 97]"
14047,4256,"[982, 460, 79, 140]"
14048,4256,"[522, 422, 142, 89]"
14049,4256,"[863, 432, 176, 104]"
14050,4256,"[1026, 468, 273, 174]"
14051,4256,"[813, 481, 131, 97]"
14052,4256,"[377, 263, 326, 211]"
14053,4256,"[686, 264, 345, 204]"
14054,4257,"[802, 426, 73, 55]"
14055,4257,"[886, 439, 103, 101]"
14056,4257,"[716, 391, 146, 72]"
14057,4257,"[518, 434, 138, 69]"
14058,4257,"[564, 446, 198, 65]"
14059,4257,"[821, 423, 224, 135]"
14060,4257,"[1029, 456, 246, 168]"
14061,4257,"[807, 482, 161, 100]"
14062,4258,"[814, 423, 63, 49]"
14063,4258,"[817, 440, 62, 47]"
14064,4258,"[883, 404, 135, 106]"
14065,4258,"[515, 435, 140, 71]"
14066,4258,"[828, 429, 121, 82]"
14067,4258,"[817, 481, 154, 94]"
14068,4258,"[1027, 464, 251, 167]"
14069,4259,"[827, 431, 56, 51]"
14070,4259,"[940, 426, 121, 140]"
14071,4259,"[828, 419, 122, 90]"
14072,4259,"[1023, 455, 250, 182]"
14073,4259,"[734, 373, 130, 74]"
14074,4259,"[689, 280, 354, 192]"
14075,4259,"[868, 304, 168, 129]"
14076,4260,"[952, 429, 85, 108]"
14077,4260,"[965, 446, 126, 150]"
14078,4260,"[517, 441, 126, 69]"
14079,4260,"[918, 431, 123, 127]"
14080,4260,"[808, 455, 124, 70]"
14081,4260,"[1020, 462, 256, 167]"
14082,4260,"[290, 263, 351, 196]"
14083,4261,"[823, 446, 84, 63]"
14084,4261,"[895, 427, 104, 118]"
14085,4261,"[524, 441, 96, 63]"
14086,4261,"[513, 438, 128, 71]"
14087,4261,"[911, 423, 125, 126]"
14088,4261,"[1004, 457, 279, 201]"
14089,4261,"[828, 482, 143, 89]"
14090,4261,"[650, 290, 375, 179]"
14091,4262,"[959, 435, 81, 96]"
14092,4262,"[531, 446, 78, 57]"
14093,4262,"[527, 440, 105, 67]"
14094,4262,"[840, 441, 126, 90]"
14095,4262,"[818, 461, 126, 78]"
14096,4262,"[1006, 459, 282, 202]"
14097,4263,"[870, 428, 88, 70]"
14098,4263,"[920, 434, 105, 104]"
14099,4263,"[976, 455, 95, 121]"
14100,4263,"[507, 440, 112, 65]"
14101,4263,"[1044, 471, 219, 166]"
14102,4263,"[997, 583, 114, 114]"
14103,4263,"[574, 282, 578, 193]"
14104,4264,"[889, 424, 63, 58]"
14105,4264,"[856, 438, 71, 57]"
14106,4264,"[888, 436, 69, 62]"
14107,4264,"[957, 447, 107, 130]"
14108,4264,"[529, 442, 93, 64]"
14109,4264,"[526, 430, 110, 74]"
14110,4264,"[867, 471, 136, 111]"
14111,4264,"[1031, 461, 251, 171]"
14112,4265,"[860, 423, 62, 48]"
14113,4265,"[624, 448, 72, 45]"
14114,4265,"[542, 434, 113, 72]"
14115,4265,"[842, 443, 66, 50]"
14116,4265,"[942, 456, 97, 89]"
14117,4265,"[1045, 484, 221, 139]"
14118,4266,"[549, 440, 90, 69]"
14119,4266,"[615, 447, 63, 52]"
14120,4266,"[865, 425, 94, 89]"
14121,4266,"[928, 448, 84, 93]"
14122,4266,"[1054, 490, 60, 73]"
14123,4266,"[1242, 534, 71, 117]"
14124,4266,"[1029, 472, 245, 139]"
14125,4267,"[578, 446, 70, 59]"
14126,4267,"[889, 495, 70, 84]"
14127,4267,"[1039, 479, 151, 106]"
14128,4268,"[570, 452, 68, 49]"
14129,4268,"[583, 447, 65, 53]"
14130,4268,"[909, 495, 65, 77]"
14131,4268,"[868, 477, 65, 61]"
14132,4268,"[1033, 472, 192, 123]"
14133,4269,"[564, 452, 63, 46]"
14134,4269,"[899, 457, 65, 58]"
14135,4269,"[870, 478, 62, 55]"
14136,4269,"[1037, 470, 205, 132]"
14137,4270,"[891, 437, 72, 54]"
14138,4270,"[863, 458, 70, 50]"
14139,4270,"[1047, 457, 190, 115]"
14140,4270,"[855, 473, 114, 67]"
14141,4270,"[1038, 470, 210, 140]"
14142,4271,"[861, 448, 68, 49]"
14143,4271,"[1045, 471, 198, 117]"
14144,4271,"[1022, 470, 232, 171]"
14145,4272,"[612, 442, 55, 49]"
14146,4272,"[854, 448, 58, 47]"
14147,4272,"[876, 431, 71, 51]"
14148,4272,"[1044, 457, 190, 107]"
14149,4272,"[1036, 478, 201, 114]"
14150,4273,"[871, 433, 68, 46]"
14151,4273,"[571, 431, 91, 63]"
14152,4273,"[966, 460, 133, 77]"
14153,4274,"[853, 427, 68, 44]"
14154,4274,"[597, 434, 79, 61]"
14155,4274,"[567, 427, 114, 70]"
14156,4274,"[1110, 465, 88, 34]"
14157,4274,"[1005, 466, 172, 98]"
14158,4274,"[984, 548, 320, 199]"
14159,4275,"[601, 359, 100, 112]"
14160,4275,"[1036, 468, 64, 52]"
14161,4276,"[1045, 459, 117, 71]"
14162,4276,"[818, 418, 156, 121]"
14163,4276,"[1018, 463, 169, 157]"
14164,4277,"[561, 447, 51, 61]"
14165,4277,"[625, 449, 58, 54]"
14166,4277,"[572, 436, 116, 80]"
14167,4277,"[708, 454, 59, 34]"
14168,4277,"[829, 432, 99, 78]"
14169,4277,"[1047, 453, 171, 78]"
14170,4277,"[1022, 472, 220, 150]"
14171,4278,"[835, 440, 70, 58]"
14172,4278,"[554, 443, 65, 57]"
14173,4278,"[622, 449, 61, 51]"
14174,4278,"[562, 441, 87, 69]"
14175,4278,"[935, 448, 324, 218]"
14176,4279,"[579, 450, 62, 59]"
14177,4279,"[940, 437, 310, 227]"
14178,4280,"[947, 446, 301, 244]"
14179,4281,"[924, 432, 179, 143]"
14180,4281,"[554, 448, 49, 49]"
14181,4281,"[610, 444, 55, 51]"
14182,4281,"[989, 431, 241, 178]"
14183,4281,"[968, 425, 289, 263]"
14184,4281,"[1037, 387, 210, 98]"
14185,4282,"[984, 440, 174, 114]"
14186,4282,"[974, 452, 202, 141]"
14187,4283,"[554, 446, 56, 42]"
14188,4283,"[599, 450, 67, 44]"
14189,4283,"[1014, 444, 174, 102]"
14190,4283,"[996, 444, 207, 165]"
14191,4284,"[924, 420, 53, 35]"
14192,4284,"[1023, 452, 189, 147]"
14193,4285,"[844, 429, 38, 38]"
14194,4285,"[920, 419, 56, 41]"
14195,4285,"[561, 455, 125, 73]"
14196,4285,"[837, 456, 53, 33]"
14197,4285,"[990, 442, 121, 89]"
14198,4286,"[587, 451, 92, 61]"
14199,4286,"[939, 435, 51, 38]"
14200,4286,"[1005, 440, 133, 82]"
14201,4286,"[1124, 460, 65, 37]"
14202,4286,"[915, 449, 100, 88]"
14203,4286,"[934, 447, 322, 208]"
14204,4286,"[1048, 477, 204, 129]"
14205,4287,"[588, 446, 88, 59]"
14206,4287,"[925, 430, 61, 39]"
14207,4287,"[567, 439, 113, 67]"
14208,4287,"[995, 461, 134, 75]"
14209,4287,"[938, 462, 190, 121]"
14210,4288,"[573, 446, 71, 57]"
14211,4288,"[597, 443, 71, 59]"
14212,4288,"[926, 428, 65, 39]"
14213,4288,"[989, 458, 138, 80]"
14214,4288,"[948, 450, 328, 103]"
14215,4289,"[585, 445, 69, 50]"
14216,4289,"[564, 438, 101, 60]"
14217,4290,"[594, 448, 71, 41]"
14218,4291,"[601, 446, 71, 43]"
14219,4291,"[580, 442, 115, 47]"
14220,4291,"[997, 467, 275, 235]"
14221,4291,"[983, 317, 344, 347]"
14222,4292,"[611, 452, 61, 38]"
14223,4292,"[1021, 449, 225, 152]"
14224,4293,"[607, 447, 65, 42]"
14225,4293,"[681, 454, 96, 40]"
14226,4294,"[531, 448, 124, 50]"
14227,4294,"[611, 449, 65, 45]"
14228,4294,"[585, 441, 107, 55]"
14229,4294,"[1036, 458, 216, 157]"
14230,4295,"[360, 490, 927, 298]"
14231,4296,"[533, 456, 491, 162]"
14232,4296,"[636, 454, 505, 170]"
14233,4296,"[410, 466, 554, 175]"
14234,4296,"[488, 469, 497, 166]"
14235,4296,"[672, 480, 540, 210]"
14236,4296,"[1037, 457, 211, 145]"
14237,4298,"[842, 456, 345, 156]"
14238,4299,"[772, 434, 206, 95]"
14239,4299,"[673, 387, 160, 81]"
14240,4299,"[940, 456, 266, 157]"
14241,4300,"[641, 422, 112, 56]"
14242,4301,"[616, 436, 98, 48]"
14243,4302,"[847, 441, 33, 57]"
14244,4302,"[664, 426, 76, 37]"
14245,4302,"[597, 433, 124, 57]"
14246,4302,"[1034, 460, 206, 159]"
14247,4302,"[308, 479, 963, 261]"
14248,4303,"[850, 442, 33, 51]"
14249,4303,"[982, 435, 137, 103]"
14250,4303,"[1314, 445, 61, 60]"
14251,4303,"[1030, 459, 209, 173]"
14252,4304,"[848, 438, 37, 55]"
14253,4304,"[956, 427, 101, 73]"
14254,4304,"[1016, 447, 149, 90]"
14255,4304,"[1006, 450, 169, 126]"
14256,4305,"[850, 431, 34, 48]"
14257,4305,"[941, 424, 78, 58]"
14258,4305,"[846, 439, 35, 54]"
14259,4305,"[585, 436, 85, 55]"
14260,4305,"[648, 433, 164, 69]"
14261,4305,"[1057, 445, 153, 88]"
14262,4305,"[1041, 465, 185, 150]"
14263,4306,"[1040, 465, 192, 159]"
14264,4306,"[1061, 432, 369, 234]"
14265,4307,"[1045, 461, 187, 153]"
14266,4309,"[936, 414, 87, 56]"
14267,4309,"[1042, 466, 195, 142]"
14268,4310,"[938, 460, 68, 62]"
14269,4310,"[914, 447, 106, 81]"
14270,4310,"[916, 436, 120, 71]"
14271,4310,"[1039, 465, 195, 141]"
14272,4311,"[840, 452, 46, 34]"
14273,4311,"[1040, 468, 196, 142]"
14274,4311,"[938, 428, 98, 70]"
14275,4312,"[617, 453, 59, 37]"
14276,4312,"[926, 500, 51, 44]"
14277,4312,"[1042, 469, 194, 124]"
14278,4313,"[1121, 443, 175, 113]"
14279,4313,"[945, 491, 113, 79]"
14280,4313,"[1043, 468, 195, 133]"
14281,4313,"[826, 519, 165, 88]"
14282,4314,"[1075, 461, 182, 114]"
14283,4314,"[1090, 489, 290, 164]"
14284,4315,"[1058, 469, 176, 109]"
14285,4316,"[1035, 469, 212, 123]"
14286,4317,"[838, 419, 84, 138]"
14287,4317,"[673, 385, 167, 85]"
14288,4317,"[940, 437, 224, 136]"
14289,4317,"[1055, 456, 173, 111]"
14290,4317,"[1032, 471, 206, 126]"
14291,4317,"[1002, 488, 154, 105]"
14292,4318,"[839, 423, 60, 87]"
14293,4318,"[751, 397, 130, 109]"
14294,4318,"[605, 447, 67, 38]"
14295,4318,"[844, 450, 123, 112]"
14296,4318,"[853, 430, 180, 101]"
14297,4319,"[840, 426, 47, 59]"
14298,4319,"[838, 434, 53, 70]"
14299,4319,"[802, 469, 94, 70]"
14300,4319,"[737, 405, 90, 68]"
14301,4319,"[856, 417, 133, 113]"
14302,4320,"[840, 427, 44, 46]"
14303,4320,"[626, 437, 58, 50]"
14304,4320,"[581, 432, 122, 86]"
14305,4320,"[837, 434, 51, 58]"
14306,4320,"[840, 434, 67, 81]"
14307,4320,"[862, 425, 206, 129]"
14308,4320,"[925, 411, 259, 153]"
14309,4320,"[982, 479, 176, 110]"
14310,4320,"[1063, 474, 151, 118]"
14311,4320,"[310, 396, 160, 71]"
14312,4321,"[840, 426, 42, 42]"
14313,4321,"[611, 435, 67, 55]"
14314,4321,"[600, 433, 81, 60]"
14315,4321,"[840, 454, 81, 82]"
14316,4321,"[847, 420, 117, 97]"
14317,4321,"[913, 407, 281, 165]"
14318,4321,"[1055, 464, 157, 124]"
14319,4321,"[849, 478, 140, 114]"
14320,4322,"[842, 425, 38, 38]"
14321,4322,"[608, 435, 67, 53]"
14322,4322,"[838, 438, 46, 44]"
14323,4322,"[836, 428, 78, 79]"
14324,4322,"[846, 430, 117, 80]"
14325,4322,"[918, 404, 314, 250]"
14326,4323,"[887, 425, 74, 58]"
14327,4323,"[610, 436, 65, 52]"
14328,4323,"[836, 434, 77, 68]"
14329,4323,"[848, 436, 129, 68]"
14330,4323,"[881, 420, 217, 165]"
14331,4324,"[874, 436, 138, 75]"
14332,4326,"[555, 436, 139, 55]"
14333,4326,"[891, 433, 211, 89]"
14334,4326,"[1036, 482, 220, 121]"
14335,4327,"[592, 440, 102, 49]"
14336,4327,"[567, 433, 143, 60]"
14337,4327,"[871, 441, 200, 98]"
14338,4327,"[917, 437, 231, 93]"
14339,4327,"[943, 455, 237, 156]"
14340,4327,"[981, 391, 218, 73]"
14341,4328,"[636, 415, 138, 66]"
14342,4328,"[861, 438, 196, 108]"
14343,4328,"[905, 430, 226, 112]"
14344,4328,"[1180, 441, 99, 103]"
14345,4328,"[926, 460, 191, 102]"
14346,4328,"[1056, 479, 176, 121]"
14347,4328,"[1012, 467, 270, 243]"
14348,4329,"[638, 429, 96, 54]"
14349,4329,"[914, 415, 178, 93]"
14350,4329,"[840, 444, 124, 80]"
14351,4329,"[842, 438, 159, 108]"
14352,4329,"[859, 434, 196, 120]"
14353,4329,"[975, 470, 189, 118]"
14354,4329,"[1049, 478, 188, 133]"
14355,4330,"[641, 437, 71, 45]"
14356,4330,"[839, 454, 92, 58]"
14357,4330,"[913, 441, 127, 64]"
14358,4330,"[888, 434, 175, 87]"
14359,4330,"[929, 428, 208, 89]"
14360,4330,"[1008, 434, 293, 205]"
14361,4330,"[1169, 482, 163, 108]"
14362,4331,"[837, 453, 72, 48]"
14363,4331,"[868, 458, 92, 47]"
14364,4331,"[856, 454, 123, 73]"
14365,4331,"[946, 461, 146, 86]"
14366,4331,"[975, 451, 178, 123]"
14367,4331,"[1198, 471, 134, 124]"
14368,4332,"[757, 418, 123, 66]"
14369,4332,"[974, 437, 113, 65]"
14370,4332,"[869, 456, 83, 43]"
14371,4332,"[853, 451, 127, 66]"
14372,4332,"[909, 444, 152, 74]"
14373,4332,"[862, 477, 147, 92]"
14374,4332,"[1004, 472, 249, 162]"
14375,4333,"[556, 441, 45, 53]"
14376,4333,"[739, 420, 84, 48]"
14377,4333,"[584, 432, 141, 73]"
14378,4333,"[708, 447, 49, 38]"
14379,4333,"[792, 429, 91, 59]"
14380,4333,"[820, 441, 127, 91]"
14381,4333,"[857, 447, 199, 94]"
14382,4333,"[945, 423, 217, 126]"
14383,4333,"[960, 468, 186, 136]"
14384,4333,"[934, 429, 296, 222]"
14385,4334,"[557, 444, 51, 52]"
14386,4334,"[825, 440, 136, 78]"
14387,4334,"[919, 432, 264, 114]"
14388,4334,"[919, 426, 319, 239]"
14389,4335,"[625, 436, 53, 54]"
14390,4335,"[640, 422, 44, 37]"
14391,4335,"[839, 446, 159, 88]"
14392,4335,"[946, 452, 296, 173]"
14393,4336,"[832, 452, 107, 65]"
14394,4336,"[751, 442, 100, 61]"
14395,4336,"[799, 451, 94, 72]"
14396,4336,"[816, 452, 168, 128]"
14397,4337,"[554, 435, 54, 64]"
14398,4337,"[823, 449, 88, 59]"
14399,4337,"[776, 432, 78, 48]"
14400,4337,"[830, 437, 94, 51]"
14401,4337,"[837, 450, 142, 84]"
14402,4337,"[972, 472, 124, 103]"
14403,4337,"[977, 435, 355, 233]"
14404,4338,"[777, 430, 66, 45]"
14405,4338,"[825, 436, 79, 48]"
14406,4338,"[828, 448, 69, 53]"
14407,4338,"[828, 443, 102, 78]"
14408,4338,"[839, 448, 126, 84]"
14409,4338,"[958, 464, 166, 126]"
14410,4338,"[1005, 461, 294, 232]"
14411,4339,"[894, 390, 257, 194]"
14412,4340,"[920, 405, 152, 122]"
14413,4340,"[625, 441, 62, 43]"
14414,4341,"[839, 446, 43, 61]"
14415,4341,"[882, 423, 118, 111]"
14416,4341,"[892, 424, 156, 116]"
14417,4341,"[933, 438, 183, 123]"
14418,4341,"[911, 419, 254, 166]"
14419,4341,"[881, 477, 149, 97]"
14420,4342,"[843, 451, 110, 74]"
14421,4344,"[634, 444, 48, 42]"
14422,4344,"[841, 448, 75, 68]"
14423,4344,"[869, 426, 248, 173]"
14424,4345,"[638, 431, 49, 36]"
14425,4345,"[786, 431, 60, 48]"
14426,4345,"[911, 448, 261, 200]"
14427,4346,"[813, 433, 88, 68]"
14428,4346,"[882, 448, 233, 149]"
14429,4346,"[911, 443, 288, 206]"
14430,4347,"[826, 427, 77, 53]"
14431,4347,"[818, 436, 79, 59]"
14432,4347,"[828, 439, 130, 80]"
14433,4347,"[927, 459, 231, 139]"
14434,4347,"[945, 473, 233, 165]"
14435,4348,"[832, 425, 61, 48]"
14436,4348,"[879, 431, 85, 60]"
14437,4348,"[836, 438, 120, 75]"
14438,4348,"[946, 463, 226, 129]"
14439,4348,"[885, 375, 208, 161]"
14440,4349,"[835, 431, 119, 76]"
14441,4349,"[956, 461, 227, 126]"
14442,4350,"[839, 428, 144, 100]"
14443,4350,"[969, 432, 203, 152]"
14444,4350,"[978, 463, 188, 129]"
14445,4351,"[855, 438, 119, 78]"
14446,4351,"[837, 425, 102, 69]"
14447,4351,"[621, 443, 77, 40]"
14448,4351,"[586, 432, 139, 64]"
14449,4351,"[837, 437, 107, 71]"
14450,4351,"[862, 448, 159, 93]"
14451,4351,"[975, 461, 231, 147]"
14452,4352,"[622, 427, 68, 39]"
14453,4352,"[608, 420, 103, 61]"
14454,4352,"[842, 427, 85, 58]"
14455,4352,"[612, 438, 84, 45]"
14456,4352,"[842, 441, 95, 63]"
14457,4352,"[853, 435, 145, 121]"
14458,4352,"[919, 416, 287, 214]"
14459,4352,"[843, 466, 144, 111]"
14460,4352,"[901, 234, 337, 382]"
14461,4353,"[838, 437, 71, 49]"
14462,4353,"[844, 432, 128, 85]"
14463,4353,"[859, 429, 210, 123]"
14464,4353,"[844, 448, 95, 76]"
14465,4354,"[622, 440, 69, 40]"
14466,4354,"[842, 439, 121, 76]"
14467,4354,"[958, 427, 193, 121]"
14468,4354,"[920, 445, 217, 137]"
14469,4355,"[840, 430, 83, 55]"
14470,4355,"[622, 442, 68, 39]"
14471,4355,"[842, 442, 87, 63]"
14472,4355,"[846, 445, 135, 85]"
14473,4355,"[892, 437, 205, 147]"
14474,4355,"[1105, 376, 137, 91]"
14475,4356,"[843, 427, 136, 93]"
14476,4356,"[961, 440, 201, 156]"
14477,4356,"[1179, 466, 172, 136]"
14478,4356,"[907, 484, 148, 99]"
14479,4357,"[695, 439, 69, 47]"
14480,4357,"[853, 431, 151, 105]"
14481,4357,"[993, 452, 201, 145]"
14482,4357,"[976, 478, 198, 153]"
14483,4357,"[611, 397, 133, 88]"
14484,4358,"[847, 427, 93, 71]"
14485,4358,"[675, 408, 120, 63]"
14486,4358,"[622, 413, 97, 73]"
14487,4358,"[865, 437, 145, 104]"
14488,4358,"[1014, 457, 190, 152]"
14489,4358,"[1038, 529, 172, 119]"
14490,4358,"[1075, 369, 182, 124]"
14491,4359,"[840, 423, 68, 59]"
14492,4359,"[850, 439, 131, 83]"
14493,4359,"[1020, 453, 196, 124]"
14494,4360,"[835, 435, 62, 56]"
14495,4360,"[855, 431, 110, 86]"
14496,4360,"[1029, 456, 180, 123]"
14497,4361,"[836, 435, 87, 84]"
14498,4361,"[852, 439, 108, 83]"
14499,4361,"[1036, 459, 165, 118]"
14500,4362,"[873, 434, 109, 105]"
14501,4362,"[624, 443, 74, 38]"
14502,4362,"[583, 438, 160, 61]"
14503,4362,"[1018, 459, 168, 125]"
14504,4362,"[1040, 458, 174, 122]"
14505,4362,"[858, 475, 152, 108]"
14506,4363,"[855, 427, 81, 75]"
14507,4363,"[875, 438, 131, 103]"
14508,4363,"[1030, 456, 171, 106]"
14509,4363,"[922, 448, 163, 118]"
14510,4363,"[604, 437, 106, 50]"
14511,4363,"[831, 441, 60, 54]"
14512,4363,"[831, 437, 115, 91]"
14513,4363,"[883, 472, 137, 105]"
14514,4364,"[850, 423, 58, 58]"
14515,4364,"[909, 431, 82, 68]"
14516,4364,"[849, 436, 63, 65]"
14517,4364,"[845, 432, 93, 86]"
14518,4364,"[870, 428, 113, 72]"
14519,4364,"[670, 394, 149, 77]"
14520,4364,"[863, 448, 132, 101]"
14521,4364,"[1001, 466, 200, 147]"
14522,4364,"[1030, 521, 151, 119]"
14523,4365,"[847, 420, 46, 50]"
14524,4365,"[926, 427, 58, 53]"
14525,4365,"[991, 448, 173, 96]"
14526,4365,"[1034, 466, 189, 162]"
14527,4366,"[857, 434, 117, 76]"
14528,4366,"[936, 438, 150, 79]"
14529,4367,"[849, 423, 79, 67]"
14530,4367,"[842, 434, 83, 76]"
14531,4367,"[608, 398, 122, 92]"
14532,4368,"[842, 419, 60, 58]"
14533,4368,"[869, 424, 123, 97]"
14534,4368,"[935, 431, 247, 143]"
14535,4368,"[918, 478, 154, 109]"
14536,4369,"[905, 421, 76, 68]"
14537,4369,"[859, 432, 121, 80]"
14538,4369,"[917, 435, 168, 104]"
14539,4370,"[851, 442, 82, 74]"
14540,4370,"[874, 429, 75, 92]"
14541,4370,"[1023, 461, 64, 78]"
14542,4370,"[1100, 468, 101, 133]"
14543,4370,"[904, 431, 103, 93]"
14544,4370,"[998, 444, 164, 114]"
14545,4371,"[848, 442, 63, 71]"
14546,4371,"[854, 452, 114, 111]"
14547,4371,"[863, 440, 115, 96]"
14548,4371,"[1000, 452, 127, 95]"
14549,4371,"[591, 386, 117, 94]"
14550,4372,"[859, 433, 118, 102]"
14551,4372,"[917, 434, 159, 118]"
14552,4372,"[1003, 456, 148, 112]"
14553,4373,"[900, 428, 80, 68]"
14554,4373,"[848, 440, 84, 79]"
14555,4373,"[877, 431, 127, 116]"
14556,4373,"[1057, 447, 128, 112]"
14557,4373,"[917, 447, 162, 121]"
14558,4373,"[882, 465, 119, 115]"
14559,4374,"[884, 432, 114, 88]"
14560,4374,"[938, 442, 143, 117]"
14561,4375,"[843, 424, 29, 41]"
14562,4375,"[915, 425, 72, 64]"
14563,4375,"[839, 441, 38, 64]"
14564,4375,"[873, 429, 158, 102]"
14565,4375,"[929, 475, 163, 121]"
14566,4376,"[851, 422, 121, 84]"
14567,4376,"[1010, 461, 146, 108]"
14568,4376,"[936, 425, 164, 147]"
14569,4377,"[894, 419, 77, 65]"
14570,4377,"[841, 429, 84, 78]"
14571,4377,"[886, 439, 91, 67]"
14572,4377,"[730, 454, 78, 36]"
14573,4377,"[866, 436, 127, 93]"
14574,4377,"[1083, 437, 131, 107]"
14575,4377,"[938, 427, 271, 214]"
14576,4377,"[964, 534, 221, 117]"
14577,4377,"[605, 403, 155, 87]"
14578,4378,"[846, 422, 63, 65]"
14579,4378,"[910, 417, 57, 56]"
14580,4378,"[873, 429, 61, 64]"
14581,4378,"[929, 459, 97, 90]"
14582,4378,"[712, 450, 80, 39]"
14583,4378,"[650, 430, 156, 71]"
14584,4378,"[879, 450, 156, 102]"
14585,4378,"[956, 437, 191, 113]"
14586,4378,"[902, 422, 324, 234]"
14587,4378,"[1086, 447, 154, 181]"
14588,4378,"[645, 436, 55, 49]"
14589,4379,"[845, 418, 51, 61]"
14590,4379,"[923, 417, 46, 50]"
14591,4379,"[843, 430, 56, 68]"
14592,4379,"[839, 429, 74, 84]"
14593,4379,"[710, 448, 81, 40]"
14594,4379,"[657, 429, 138, 69]"
14595,4379,"[878, 439, 186, 105]"
14596,4379,"[980, 447, 172, 98]"
14597,4379,"[1003, 491, 68, 72]"
14598,4379,"[991, 474, 138, 99]"
14599,4380,"[664, 421, 110, 66]"
14600,4380,"[841, 420, 46, 52]"
14601,4380,"[925, 417, 45, 44]"
14602,4380,"[837, 424, 48, 70]"
14603,4380,"[833, 419, 65, 90]"
14604,4380,"[643, 390, 154, 93]"
14605,4380,"[957, 396, 171, 88]"
14606,4380,"[709, 448, 74, 42]"
14607,4380,"[875, 423, 179, 113]"
14608,4380,"[969, 430, 178, 117]"
14609,4380,"[1086, 451, 127, 92]"
14610,4380,"[645, 442, 53, 41]"
14611,4380,"[1001, 494, 65, 69]"
14612,4380,"[998, 476, 135, 96]"
14613,4381,"[841, 416, 43, 54]"
14614,4381,"[846, 427, 45, 63]"
14615,4381,"[838, 454, 87, 71]"
14616,4381,"[973, 403, 150, 75]"
14617,4381,"[973, 434, 162, 103]"
14618,4381,"[1002, 479, 113, 95]"
14619,4382,"[841, 418, 37, 49]"
14620,4382,"[988, 436, 128, 94]"
14621,4382,"[855, 423, 97, 83]"
14622,4382,"[977, 418, 144, 96]"
14623,4382,"[995, 417, 228, 137]"
14624,4382,"[1080, 454, 215, 160]"
14625,4383,"[641, 389, 90, 102]"
14626,4383,"[839, 414, 41, 53]"
14627,4383,"[891, 417, 66, 64]"
14628,4383,"[841, 426, 44, 60]"
14629,4383,"[843, 424, 62, 78]"
14630,4383,"[1002, 463, 123, 143]"
14631,4383,"[656, 440, 54, 43]"
14632,4383,"[958, 397, 180, 88]"
14633,4383,"[868, 420, 182, 120]"
14634,4383,"[959, 425, 181, 125]"
14635,4383,"[891, 389, 328, 204]"
14636,4383,"[1088, 413, 198, 138]"
14637,4383,"[1015, 423, 303, 213]"
14638,4383,"[1100, 455, 168, 173]"
14639,4383,"[1151, 531, 144, 98]"
14640,4384,"[842, 416, 39, 46]"
14641,4384,"[909, 413, 49, 51]"
14642,4384,"[735, 416, 44, 30]"
14643,4384,"[648, 391, 120, 90]"
14644,4384,"[640, 420, 72, 69]"
14645,4384,"[725, 449, 44, 34]"
14646,4384,"[839, 463, 53, 41]"
14647,4384,"[862, 446, 135, 96]"
14648,4384,"[1009, 452, 166, 174]"
14649,4384,"[1036, 521, 198, 119]"
14650,4385,"[652, 403, 82, 67]"
14651,4385,"[839, 419, 42, 45]"
14652,4385,"[988, 414, 145, 67]"
14653,4385,"[650, 413, 90, 68]"
14654,4385,"[849, 430, 89, 71]"
14655,4385,"[981, 438, 167, 100]"
14656,4385,"[985, 473, 164, 135]"
14657,4386,"[835, 417, 45, 49]"
14658,4386,"[679, 420, 70, 56]"
14659,4386,"[836, 429, 48, 52]"
14660,4386,"[851, 420, 120, 80]"
14661,4386,"[972, 414, 169, 95]"
14662,4386,"[966, 524, 222, 148]"
14663,4387,"[834, 416, 46, 49]"
14664,4387,"[977, 429, 172, 89]"
14665,4387,"[895, 435, 213, 135]"
14666,4388,"[832, 413, 49, 49]"
